"","Age","Career","Marital_Statues","Education","Mortage","Personal_Loan","Contact_Type","Number_of_Contacts","Subscribed","Cus_ID"
"4904",59,"technician","married","professional education","yes","no","telephone",2,"no",4904
"4905",43,"management","married","secondary education","no","no","telephone",3,"no",4905
"4906",33,"administration","married","secondary education","no","no","telephone",3,"no",4906
"4907",47,"management","divorced","university education","yes","no","telephone",3,"no",4907
"4908",30,"blue-collar","single","secondary education","no","no","telephone",2,"no",4908
"4909",35,"blue-collar","married","primary education","yes","no","telephone",4,"no",4909
"4910",31,"administration","single","university education","yes","no","telephone",3,"no",4910
"4911",45,"blue-collar","married","illiterate","no","yes","telephone",2,"no",4911
"4912",33,"management","married","university education","yes","no","telephone",4,"no",4912
"4913",60,"retired","married","primary education","yes","no","telephone",2,"no",4913
"4914",31,"blue-collar","divorced","secondary education","yes","no","telephone",3,"no",4914
"4915",28,"services","single","secondary education","yes","yes","telephone",3,"no",4915
"4916",26,"blue-collar","single","secondary education","yes","yes","telephone",2,"no",4916
"4917",35,"entrepreneur","married","secondary education","no","no","telephone",2,"no",4917
"4918",54,"services","single","secondary education","no","no","telephone",2,"no",4918
"4919",43,"blue-collar","married","professional education","no","yes","telephone",12,"no",4919
"4920",46,"blue-collar","married","secondary education","no","no","telephone",10,"no",4920
"4921",37,"administration","single","university education","yes","yes","telephone",4,"no",4921
"4922",28,"administration","married","university education","no","no","telephone",2,"no",4922
"4923",30,"housemaid","married","secondary education","yes","no","telephone",13,"no",4923
"4924",36,"services","married","secondary education","no","no","telephone",3,"no",4924
"4925",50,"blue-collar","married","primary education","yes","no","telephone",2,"no",4925
"4926",37,"technician","married","university education","no","no","telephone",5,"no",4926
"4927",28,"housemaid","married","primary education","no","no","telephone",11,"no",4927
"4928",52,"blue-collar","married","primary education","no","no","telephone",9,"no",4928
"4929",46,"blue-collar","married","primary education","yes","no","telephone",2,"yes",4929
"4930",27,"services","married","secondary education","no","yes","telephone",4,"no",4930
"4931",44,"blue-collar","married","secondary education","no","no","telephone",2,"no",4931
"4932",31,"unemployed","married","professional education","yes","no","telephone",3,"no",4932
"4933",56,"retired","divorced","primary education","yes","yes","telephone",6,"no",4933
"4934",51,"administration","married","secondary education","yes","no","telephone",5,"no",4934
"4935",36,"blue-collar","married","primary education","no","no","telephone",5,"no",4935
"4936",39,"housemaid","married","secondary education","yes","no","telephone",2,"no",4936
"4937",37,"blue-collar","married","primary education","no","yes","telephone",2,"no",4937
"4938",48,"retired","divorced","professional education","no","no","telephone",2,"no",4938
"4939",55,"administration","married","secondary education","no","no","telephone",6,"no",4939
"4940",34,"blue-collar","single","secondary education","yes","no","telephone",3,"no",4940
"4941",33,"administration","married","university education","no","no","telephone",2,"no",4941
"4942",32,"blue-collar","married","secondary education","no","no","telephone",3,"no",4942
"4943",35,"administration","married","secondary education","yes","no","telephone",3,"no",4943
"4944",39,"technician","married","professional education","yes","no","telephone",3,"no",4944
"4945",32,"administration","married","university education","yes","no","telephone",3,"no",4945
"4946",36,"services","married","secondary education","yes","no","telephone",2,"no",4946
"4947",51,"blue-collar","married","secondary education","no","no","telephone",4,"no",4947
"4948",39,"technician","single","professional education","no","no","telephone",5,"yes",4948
"4949",49,"services","divorced","secondary education","no","yes","telephone",2,"no",4949
"4950",32,"management","divorced","primary education","yes","no","telephone",2,"no",4950
"4951",43,"technician","married","professional education","no","yes","telephone",2,"no",4951
"4952",31,"administration","divorced","secondary education","no","yes","telephone",4,"no",4952
"4953",25,"blue-collar","married","secondary education","yes","no","telephone",2,"no",4953
"4954",39,"services","married","secondary education","yes","no","telephone",6,"yes",4954
"4955",49,"technician","married","professional education","no","no","telephone",6,"no",4955
"4956",53,"blue-collar","divorced","primary education","yes","no","telephone",2,"no",4956
"4957",26,"administration","single","secondary education","yes","yes","telephone",3,"no",4957
"4958",41,"technician","married","professional education","no","yes","telephone",2,"no",4958
"4959",39,"blue-collar","divorced","secondary education","no","no","telephone",3,"no",4959
"4960",33,"administration","divorced","university education","no","no","telephone",4,"no",4960
"4961",45,"blue-collar","married","secondary education","yes","no","telephone",5,"no",4961
"4962",56,"administration","married","university education","no","no","telephone",4,"no",4962
"4963",39,"housemaid","married","primary education","no","yes","telephone",4,"no",4963
"4964",30,"blue-collar","single","university education","no","no","telephone",4,"no",4964
"4965",50,"administration","married","secondary education","yes","no","telephone",4,"no",4965
"4966",44,"management","married","university education","no","yes","telephone",8,"no",4966
"4967",55,"blue-collar","married","primary education","yes","no","telephone",5,"no",4967
"4968",31,"services","single","primary education","yes","no","telephone",2,"no",4968
"4969",40,"blue-collar","married","primary education","no","no","telephone",11,"no",4969
"4970",27,"technician","married","university education","no","yes","telephone",4,"no",4970
"4971",56,"services","married","secondary education","no","yes","telephone",3,"no",4971
"4972",35,"administration","married","secondary education","yes","yes","telephone",3,"no",4972
"4973",31,"administration","divorced","secondary education","no","no","telephone",4,"no",4973
"4974",47,"management","married","university education","yes","yes","telephone",3,"no",4974
"4975",30,"administration","divorced","university education","no","yes","telephone",3,"no",4975
"4976",37,"services","married","secondary education","no","no","telephone",2,"no",4976
"4977",36,"services","single","primary education","yes","no","telephone",5,"no",4977
"4978",33,"services","single","secondary education","no","yes","telephone",9,"no",4978
"4979",38,"technician","married","professional education","yes","yes","telephone",4,"no",4979
"4980",29,"self-employed","married","secondary education","yes","no","telephone",7,"no",4980
"4981",46,"administration","single","university education","no","yes","telephone",4,"no",4981
"4982",50,"blue-collar","married","secondary education","yes","no","telephone",17,"no",4982
"4983",57,"technician","married","professional education","no","no","telephone",7,"no",4983
"4984",34,"blue-collar","married","secondary education","no","no","telephone",3,"no",4984
"4985",33,"self-employed","married","secondary education","no","no","telephone",4,"no",4985
"4986",49,"management","married","university education","yes","no","telephone",9,"no",4986
"4987",43,"technician","single","professional education","yes","no","telephone",3,"no",4987
"4988",32,"management","married","university education","no","no","telephone",3,"no",4988
"4989",38,"administration","single","secondary education","no","no","telephone",2,"no",4989
"4990",38,"blue-collar","single","primary education","yes","no","telephone",6,"no",4990
"4991",37,"administration","single","secondary education","yes","no","telephone",5,"no",4991
"4992",28,"administration","married","university education","no","no","telephone",3,"no",4992
"4993",42,"housemaid","married","professional education","yes","no","telephone",2,"no",4993
