Age,Career,Marital_Statues,Education,Mortage,Personal_Loan,Contact_Type,Number_of_Contacts,Subscribed
43,blue-collar,married,secondary education,no,no,telephone,3,no
31,blue-collar,married,secondary education,yes,no,telephone,4,yes
28,technician,single,professional education,yes,no,telephone,2,no
33,blue-collar,married,primary education,yes,no,telephone,23,no
47,administration,married,secondary education,yes,no,telephone,3,no
35,administration,divorced,university education,yes,no,telephone,2,no
47,entrepreneur,married,professional education,no,yes,telephone,3,no
25,blue-collar,married,secondary education,yes,no,telephone,2,no
26,technician,single,professional education,no,no,telephone,5,no
39,blue-collar,married,primary education,yes,no,telephone,4,no
42,entrepreneur,married,professional education,no,no,telephone,2,no
43,management,married,secondary education,no,no,telephone,10,no
29,technician,married,professional education,no,no,telephone,10,no
50,management,married,university education,no,no,telephone,2,no
29,blue-collar,married,professional education,no,no,telephone,3,no
45,technician,divorced,professional education,yes,no,telephone,3,no
38,blue-collar,married,primary education,yes,no,telephone,41,no
36,services,married,secondary education,yes,yes,telephone,2,no
33,entrepreneur,married,university education,yes,yes,telephone,2,no
44,blue-collar,married,primary education,no,yes,telephone,1,no
33,blue-collar,married,primary education,yes,no,telephone,2,no
43,management,divorced,university education,no,no,telephone,1,no
39,blue-collar,divorced,secondary education,yes,no,telephone,2,no
36,administration,single,university education,no,no,telephone,6,no
31,services,single,secondary education,no,no,telephone,2,no
49,technician,married,professional education,yes,no,telephone,13,no
44,blue-collar,married,secondary education,yes,no,telephone,4,no
51,management,married,secondary education,no,no,telephone,3,no
28,management,married,university education,no,no,telephone,2,yes
41,blue-collar,married,secondary education,no,no,telephone,2,no
44,technician,married,secondary education,yes,yes,telephone,3,no
57,retired,divorced,professional education,no,no,telephone,1,no
36,services,married,secondary education,no,no,telephone,3,no
49,administration,married,secondary education,yes,no,telephone,3,no
36,blue-collar,married,secondary education,no,no,telephone,5,no
51,management,married,university education,no,no,telephone,17,no
45,administration,married,secondary education,no,no,telephone,8,no
46,administration,married,secondary education,yes,no,telephone,14,no
43,blue-collar,single,secondary education,yes,no,telephone,21,no
23,blue-collar,single,secondary education,yes,no,telephone,2,no
50,technician,married,professional education,yes,no,telephone,20,no
41,administration,single,secondary education,yes,no,telephone,4,no
26,administration,single,secondary education,no,no,telephone,2,no
52,blue-collar,married,primary education,no,no,telephone,7,no
33,self-employed,married,university education,no,no,telephone,2,no
28,administration,single,university education,yes,no,telephone,5,no
28,blue-collar,married,primary education,no,no,telephone,5,yes
54,management,married,primary education,no,no,telephone,3,no
35,administration,married,secondary education,yes,no,telephone,2,no
60,administration,married,university education,no,no,telephone,11,no
47,services,married,secondary education,yes,yes,telephone,2,no
60,retired,married,secondary education,yes,no,telephone,3,no
29,management,single,university education,yes,no,telephone,3,no
49,technician,married,secondary education,no,no,telephone,3,no
56,retired,married,primary education,no,no,telephone,2,no
33,administration,married,secondary education,no,no,telephone,4,no
28,student,single,secondary education,yes,yes,telephone,6,no
60,administration,married,university education,no,no,telephone,3,yes
34,administration,married,secondary education,no,no,telephone,11,no
36,blue-collar,married,secondary education,yes,no,telephone,13,no
39,management,single,university education,yes,no,telephone,6,no
40,administration,single,university education,no,no,telephone,2,no
56,entrepreneur,married,university education,yes,yes,telephone,1,no
33,administration,single,professional education,no,no,telephone,1,no
40,administration,married,secondary education,no,no,telephone,1,no
58,entrepreneur,married,primary education,no,no,telephone,1,no
40,blue-collar,divorced,secondary education,no,no,telephone,1,no
32,blue-collar,married,primary education,yes,no,telephone,2,no
37,technician,single,secondary education,no,no,telephone,5,no
46,administration,single,university education,yes,no,telephone,3,no
49,services,married,secondary education,no,no,telephone,1,no
26,administration,single,university education,no,no,telephone,1,no
31,technician,single,professional education,no,yes,telephone,1,no
36,student,single,secondary education,yes,no,telephone,1,no
32,technician,married,university education,no,no,telephone,1,no
34,blue-collar,married,secondary education,yes,no,telephone,4,no
35,student,single,university education,no,no,telephone,1,yes
59,retired,married,secondary education,no,no,telephone,1,no
47,management,divorced,university education,no,no,telephone,1,no
46,blue-collar,married,primary education,no,no,telephone,1,no
41,self-employed,married,secondary education,no,no,telephone,1,no
42,blue-collar,married,primary education,yes,no,telephone,4,no
49,blue-collar,married,secondary education,no,no,telephone,1,no
50,technician,married,professional education,no,no,telephone,1,no
49,services,married,secondary education,no,no,telephone,1,no
39,technician,single,professional education,no,no,telephone,1,no
47,administration,divorced,secondary education,no,no,telephone,1,no
30,blue-collar,married,secondary education,no,no,telephone,3,no
40,administration,married,professional education,no,no,telephone,1,no
56,blue-collar,married,primary education,no,no,telephone,1,no
40,management,divorced,university education,yes,no,telephone,1,no
30,administration,married,university education,no,no,telephone,1,no
33,self-employed,single,university education,no,no,telephone,1,no
35,blue-collar,married,primary education,no,no,telephone,31,no
58,self-employed,divorced,professional education,no,no,telephone,1,no
47,administration,divorced,secondary education,yes,no,telephone,1,yes
46,blue-collar,married,primary education,no,no,telephone,10,no
53,services,married,secondary education,yes,no,telephone,1,no
58,self-employed,divorced,professional education,yes,no,telephone,1,no
49,housemaid,single,secondary education,no,no,telephone,1,no
43,services,married,secondary education,yes,no,telephone,1,no
34,services,divorced,secondary education,no,no,telephone,2,no
41,blue-collar,married,secondary education,no,no,telephone,2,no
47,administration,married,professional education,no,no,telephone,1,no
42,unemployed,married,secondary education,yes,yes,telephone,5,no
49,services,married,secondary education,no,no,telephone,1,no
54,retired,divorced,primary education,no,no,telephone,1,no
41,services,divorced,secondary education,no,no,telephone,1,no
36,administration,married,university education,yes,no,telephone,1,no
51,technician,married,professional education,yes,no,telephone,1,no
41,unemployed,married,professional education,yes,no,telephone,1,no
42,technician,married,secondary education,no,no,telephone,1,no
52,management,divorced,university education,no,no,telephone,1,no
29,administration,married,university education,no,yes,telephone,1,no
46,services,married,secondary education,no,no,telephone,1,no
42,technician,single,secondary education,no,no,telephone,1,no
35,self-employed,married,primary education,no,no,telephone,1,no
48,administration,single,university education,yes,no,telephone,1,no
27,technician,single,professional education,no,no,telephone,1,no
32,self-employed,single,secondary education,no,no,telephone,1,no
45,blue-collar,married,secondary education,yes,yes,telephone,1,no
35,administration,married,university education,no,no,telephone,1,no
32,services,married,secondary education,no,no,telephone,2,no
35,administration,married,secondary education,no,no,telephone,1,no
47,management,married,primary education,no,yes,telephone,1,no
35,administration,married,secondary education,no,yes,telephone,1,no
53,administration,single,secondary education,no,no,telephone,1,no
37,technician,married,professional education,no,no,telephone,1,no
42,administration,married,primary education,no,no,telephone,7,no
58,retired,married,primary education,no,no,telephone,1,no
53,administration,single,secondary education,no,no,telephone,1,no
35,technician,married,professional education,no,no,telephone,1,no
55,administration,married,secondary education,yes,no,telephone,1,no
51,blue-collar,married,primary education,no,no,telephone,2,no
51,administration,married,professional education,no,no,telephone,2,no
37,technician,single,professional education,no,no,telephone,3,no
48,services,divorced,primary education,yes,no,telephone,1,no
44,administration,married,university education,no,no,telephone,1,no
34,administration,married,secondary education,no,no,telephone,1,no
45,administration,married,secondary education,no,no,telephone,1,no
